year,sex,rank,name,size,perc,total_size,total_perc
2003,M,56,Robert,153,0.372988786,15083,36.76986836
2001,F,31,Julia,153,0.39311408,8106,20.82733813
1999,F,34,Isabella,153,0.394828521,8892,22.94650461
1998,M,60,Jesse,153,0.374522667,17580,43.03338882
1996,F,39,Hailey,153,0.404099097,9640,25.46088426
1993,M,54,Jose,153,0.379992053,19462,48.33598252
1992,M,62,Alex,153,0.371521539,22121,53.71521539
1990,M,59,Dustin,153,0.376291195,23100,56.81259223
1989,F,43,Mary,153,0.414656621,13623,36.92070031
1989,M,59,Evan,153,0.396229347,22275,57.68633138
1985,F,37,Kelly,153,0.445168611,12667,36.85588757
1983,M,51,Chad,153,0.43281471,21626,61.17680339
1981,M,50,Jared,153,0.42752955,21312,59.55235141
2013,M,52,Ryan,152,0.339444829,12484,27.87913978
2012,M,53,Blake,152,0.340075175,12874,28.80347235
2011,M,58,Christian,152,0.340776612,13933,31.23710878
2010,M,57,Julian,152,0.343533879,13953,31.53505402
2006,F,28,Addison,152,0.359261623,7155,16.91129547
2006,F,29,Zoe,152,0.359261623,7307,17.27055709
2005,M,56,Cole,152,0.359091876,14686,34.69489003
2005,M,57,Hayden,152,0.359091876,14838,35.0539819
2004,F,28,Kayla,152,0.383751168,7225,18.24080386
2003,F,26,Victoria,152,0.38518068,7101,17.99452638
2003,M,57,Carson,152,0.370550951,15235,37.14041931
2001,M,57,Carson,152,0.374209114,15849,39.01868584
1999,M,59,Sean,152,0.372339123,17192,42.11351444
1998,M,61,Adam,152,0.372074807,17732,43.40546362
1998,M,62,Colton,152,0.372074807,17884,43.77753843
1997,F,35,Natalie,152,0.398845447,9216,24.18262923
1997,M,59,Evan,152,0.379705728,17725,44.27818441
1997,M,60,Isaiah,152,0.379705728,17877,44.65789014
1995,F,35,Amber,152,0.400189564,9419,24.79858881
1994,F,36,Sierra,152,0.402148319,10046,26.57882901
1993,F,42,Heather,152,0.394774433,11519,29.91714931
1989,M,60,Bradley,152,0.393639613,22427,58.07997099
1986,F,39,Alicia,152,0.448947042,12500,36.919987
1983,F,39,Lindsay,152,0.456059288,12938,38.81904648
1982,M,51,Gregory,152,0.427735254,21341,60.05459253
1980,F,37,April,152,0.460871411,12131,36.78178345
2010,M,58,Levi,151,0.341273788,14104,31.8763278
2005,M,58,Aaron,151,0.356729429,14989,35.41071133
2005,M,59,Jordan,151,0.356729429,15140,35.76744076
2004,F,29,Mia,151,0.381226489,7376,18.62203035
2003,M,58,Ian,151,0.368113116,15386,37.50853242
2000,M,58,Spencer,151,0.363225248,16852,40.53689984
1999,M,60,Cole,151,0.369889523,17343,42.48340396
1997,F,36,Brittany,151,0.396221464,9367,24.5788507
1996,M,56,Riley,151,0.377405649,17608,44.00899775
1995,F,36,Kaitlyn,151,0.397556737,9570,25.19614554
1995,M,49,Alex,151,0.384634979,16967,43.21921647
1994,M,51,Alex,151,0.381621512,18223,46.05489284
1993,M,55,Jared,151,0.375024836,19613,48.71100735
1991,F,45,Alexis,151,0.386683739,13462,34.4737516
1988,F,42,Alexandra,151,0.427157001,13028,36.854314
1988,F,43,Alicia,151,0.427157001,13179,37.281471
1987,F,41,Allison,151,0.443101121,12870,37.76630084
1985,F,38,Kristina,151,0.439349414,12818,37.29523699
1984,M,54,Cody,151,0.426445254,21656,61.15959219
1984,M,55,Kenneth,151,0.426445254,21807,61.58603745
1981,M,51,Shawn,151,0.421940928,21463,59.97429234
1980,M,51,Peter,151,0.433546757,21061,60.46972351
2013,F,25,Penelope,150,0.359040643,6040,14.45736991
2013,F,26,Zoey,150,0.359040643,6190,14.81641055
2013,M,53,Josiah,150,0.33497845,12634,28.21411823
2012,F,28,Addison,150,0.4,"6,675",15.6
2012,F,29,Aubrey,150,0.4,"6,825",16
2008,F,27,Sarah,150,0.3,"6,908",15.6
2003,M,59,Cole,150,0.36567528,15536,37.8742077
2000,F,37,Morgan,150,0.380430648,9414,23.87582744
2000,M,59,Blake,150,0.360819783,17002,40.89771962
2000,M,60,Eric,150,0.360819783,17152,41.2585394
1999,F,35,Kaitlyn,150,0.387086785,9042,23.33359139
1998,F,36,Brianna,150,0.386727512,9210,23.74506922
1998,F,37,Kaitlyn,150,0.386727512,9360,24.13179674
1998,M,63,Sean,150,0.367179086,18034,44.14471752
1996,F,40,Danielle,150,0.396175585,9790,25.85705985
1996,M,57,Gabriel,150,0.374906273,17758,44.38390402
1995,M,50,Dakota,150,0.382087727,17117,43.60130419
1985,M,54,Chad,150,0.418445058,21632,60.34535665
1985,M,55,Jordan,150,0.418445058,21782,60.76380171
1984,F,40,Kristina,150,0.447520735,12769,38.09594845
2013,M,54,Christopher,149,0.33274526,12783,28.54686349
2012,M,54,Aaron,149,0.333363165,13023,29.13683551
2012,M,55,Julian,149,0.333363165,13172,29.47019868
2012,M,56,Parker,149,0.333363165,13321,29.80356184
2012,M,57,Zachary,149,0.333363165,13470,30.136925
2009,F,25,Audrey,149,0.342143333,6413,14.72594089
2009,M,59,Adrian,149,0.3,"14,705",32.2
2006,M,62,Kevin,149,0.3,"15,924",35.8
2003,F,27,Rachel,149,0.37757843,7250,18.37210481
2002,M,58,Brian,149,0.368310468,15844,39.16450377
2002,M,59,Riley,149,0.368310468,15993,39.53281424
1998,F,38,Jasmine,149,0.384149328,9509,24.51594606
1997,F,37,Sierra,149,0.390973498,9516,24.96982419
1997,M,61,Timothy,149,0.372211536,18026,45.03010167
1997,M,62,Trevor,149,0.372211536,18175,45.40231321
1995,F,37,Madeline,149,0.392291085,9719,25.58843663
1994,F,37,Jordan,149,0.394211181,10195,26.97304019
1994,F,38,Michelle,149,0.394211181,10344,27.36725137
1994,M,52,Blake,149,0.376566923,18372,46.43145977
1993,M,56,Patrick,149,0.37005762,19762,49.08106497
1991,M,60,Evan,149,0.36434772,22581,55.2170192
1989,M,61,Mark,149,0.38587041,22576,58.4658414
1984,M,56,Gregory,149,0.420796973,21956,62.00683442
1983,F,40,Anna,149,0.447058118,13087,39.26610459
1982,M,52,Chad,149,0.419293111,21490,60.47388564
2013,F,27,Lillian,148,0.354253435,6338,15.17066399
2013,M,55,Parker,148,0.33051207,12931,28.87737556
2012,M,58,Tyler,148,0.331125828,13618,30.46805083
2010,F,25,Amelia,148,0.4,"6,098",14.4
2010,F,26,Anna,148,0.4,"6,246",14.8
2009,M,60,Blake,148,0.3,"14,853",32.5
2008,M,65,Blake,148,0.3,"15,969",34.6
2006,F,30,Sydney,148,0.34980737,7455,17.62036446
2006,M,63,Nathaniel,148,0.3,"16,072",36.1
2004,F,30,Lily,148,0.373652453,7524,18.9956828
2003,F,28,Zoe,148,0.375044347,7398,18.74714916
2003,M,60,Cody,148,0.36079961,15684,38.23500731
2003,M,61,Nathaniel,148,0.36079961,15832,38.59580692
2001,F,32,Morgan,148,0.380267215,8254,21.20760534
2001,M,58,Ian,148,0.364361506,15997,39.38304734
1998,F,39,Sophia,148,0.381571145,9657,24.89751721
1996,F,41,Mariah,148,0.390893244,9938,26.24795309
1996,M,58,Taylor,148,0.369907523,17906,44.75381155
1994,F,39,Sara,148,0.391565468,10492,27.75881684
1992,F,41,Mackenzie,148,0.382458589,12118,31.31508903
1992,M,63,Garrett,148,0.359380312,22269,54.0745957
1991,F,46,Maria,148,0.37900128,13610,34.85275288
1991,M,61,Mark,148,0.361902433,22729,55.57892163
1984,F,41,Tara,148,0.441553792,12917,38.53750224
1984,M,57,Samuel,148,0.417972832,22104,62.42480725
1982,F,40,Alicia,148,0.435896681,12724,37.47533355
1980,F,38,Alicia,148,0.448743216,12279,37.23052667
2013,F,28,Hannah,147,0.351859831,6485,15.52252382
2013,M,56,Brayden,147,0.328278881,13078,29.20565444
2011,M,59,Carson,147,0.329566855,14080,31.56667563
2009,M,61,Julian,147,0.3,"15,000",32.8
2009,M,62,Tristan,147,0.3,"15,147",33.2
2008,F,28,Savannah,147,0.3,"7,055",16
2008,M,66,Oliver,147,0.3,"16,116",35
2007,M,64,Riley,147,0.321677098,16287,35.64050943
2006,F,31,Lillian,147,0.347443806,7602,17.96780827
2006,M,64,Henry,147,0.3,"16,219",36.4
2005,M,60,Kaden,147,0.347279643,15287,36.1147204
2005,M,61,Nathaniel,147,0.347279643,15434,36.46200005
2004,F,31,Megan,147,0.371127774,7671,19.36681057
2004,M,61,Juan,147,0.349127182,15797,37.51810949
2001,M,59,Aidan,147,0.361899604,16144,39.74494695
2001,M,60,Sean,147,0.361899604,16291,40.10684655
2000,F,38,Haley,147,0.372822035,9561,24.24864947
2000,M,61,Trevor,147,0.353603387,17299,41.61214279
1998,M,64,Tristan,147,0.359835504,18181,44.50455302
1996,M,59,Jason,147,0.367408148,18053,45.12121969
1995,M,51,Caleb,147,0.374445973,17264,43.97575017
1995,M,52,Evan,147,0.374445973,17411,44.35019614
1994,M,53,Spencer,147,0.371512333,18519,46.8029721
1994,M,54,Travis,147,0.371512333,18666,47.17448443
1991,F,47,Ariel,147,0.376440461,13757,35.22919334
1991,M,62,Alex,147,0.359457146,22876,55.93837878
1988,M,57,Austin,147,0.39552279,21757,58.5400635
1987,M,54,Ian,147,0.406729013,21247,58.78756018
1984,F,42,Kathryn,147,0.43857032,13064,38.97607256
1983,M,52,Gregory,147,0.415841584,21773,61.59264498
1982,F,41,Kristin,147,0.432951433,12871,37.90828498
2013,M,57,Gavin,146,0.326045691,13224,29.53170013
2012,F,30,Sofia,146,0.3,"6,971",16.3
2012,M,59,Colton,146,0.326651155,13764,30.79470199
2009,F,26,Ashley,146,0.335254541,6559,15.06119544
2009,M,63,Kevin,146,0.3,"15,293",33.5
2007,F,30,Lillian,146,0.337783125,7569,17.51151008
2003,M,62,Lucas,146,0.35592394,15978,38.95173086
2002,F,30,Rachel,146,0.378758399,7724,20.03787584
2000,M,62,Jackson,146,0.351197922,17445,41.96334071
2000,M,63,Tanner,146,0.351197922,17591,42.31453863
1996,M,60,Isaiah,146,0.364908773,18199,45.48612847
1995,M,53,Gabriel,146,0.371898721,17557,44.72209486
1994,M,55,Evan,146,0.368985038,18812,47.54346947
1994,M,56,Richard,146,0.368985038,18958,47.91245451
1993,M,57,Richard,146,0.362606795,19908,49.44367177
1992,F,42,Jordan,146,0.377290229,12264,31.69237925
1990,F,46,Lindsey,146,0.376453601,14234,36.70164763
1990,M,60,Mark,146,0.359075258,23246,57.17166749
1987,F,42,Mary,146,0.428428898,13016,38.19472974
1983,M,53,Shawn,146,0.41301273,21919,62.00565771
1982,F,42,Heidi,146,0.430006185,13017,38.33829117
1982,M,53,Ian,146,0.410850968,21636,60.8847366
1982,M,54,Shawn,146,0.410850968,21782,61.29558757
2013,F,29,Victoria,145,0.347072622,6630,15.86959644
2011,F,29,Claire,145,0.3,"6,765",16
2010,F,27,Audrey,145,0.3,"6,391",15.1
2009,M,64,Chase,145,0.3,"15,438",33.8
2009,M,65,Cole,145,0.3,"15,583",34.1
2005,M,62,Cody,145,0.34255475,15579,36.8045548
2003,M,63,Eric,145,0.353486104,16123,39.30521697
2003,M,64,Thomas,145,0.353486104,16268,39.65870307
1996,F,42,Mackenzie,145,0.382969732,10083,26.63092283
1995,F,38,Natalie,145,0.381759781,9864,25.97019641
1994,F,40,Maria,145,0.38362833,10637,28.14244517
1993,M,58,Alex,145,0.360123187,20053,49.80379495
1992,F,43,Laura,145,0.37470605,12409,32.0670853
1991,F,48,Brianna,145,0.371318822,13902,35.60051216
1990,F,47,Kathryn,145,0.373875152,14379,37.07552278
1987,F,43,Courtney,145,0.425494454,13161,38.62022419
1983,M,54,Jordan,145,0.410183876,22064,62.41584158
1981,F,40,Courtney,145,0.426470588,12952,38.09411765
1981,M,52,Chad,145,0.405175064,21608,60.3794674
1981,M,53,Zachary,145,0.405175064,21753,60.78464247
1980,F,39,Kristina,145,0.43964707,12424,37.67017374
2013,M,58,Austin,144,0.321579312,13368,29.85327944
2013,M,59,Hudson,144,0.321579312,13512,30.17485875
2012,M,60,Christopher,144,0.322176481,13908,31.11687847
2010,M,59,Charles,144,0.325453148,14248,32.20178095
2010,M,60,Jose,144,0.325453148,14392,32.5272341
2008,M,67,Cameron,144,0.3,"16,260",35.3
2007,M,65,Julian,144,0.315112259,16431,35.95562169
2007,M,66,Robert,144,0.315112259,16575,36.27073395
2006,M,65,Justin,144,0.3,"16,363",36.7
2004,F,32,Kylie,144,0.363553738,7815,19.73036431
2004,M,62,Kyle,144,0.342002138,15941,37.86011163
2003,F,29,Megan,144,0.364908013,7542,19.11205717
2001,F,33,Katherine,144,0.369989723,8398,21.57759507
2000,M,64,Luke,144,0.346386991,17735,42.66092562
1999,F,36,Morgan,144,0.371603314,9186,23.7051947
1999,M,61,Luke,144,0.352742327,17487,42.83614629
1998,F,40,Courtney,144,0.371258411,9801,25.26877562
1998,F,41,Grace,144,0.371258411,9945,25.64003403
1997,M,63,Elijah,144,0.359721216,18319,45.76203442
1996,M,61,Evan,144,0.359910023,18343,45.84603849
1996,M,62,Nathaniel,144,0.359910023,18487,46.20594851
1996,M,63,Steven,144,0.359910023,18631,46.56585854
1995,F,39,Christina,144,0.379126955,10008,26.34932336
1995,M,54,Hunter,144,0.366804218,17701,45.08889908
1995,M,55,Jared,144,0.366804218,17845,45.4557033
1992,M,64,Nathaniel,144,0.34966733,22413,54.42426303
1990,M,61,Alex,144,0.354156419,23390,57.52582391
1989,F,44,Caitlin,144,0.390265055,13767,37.31096536
1985,F,39,Anna,144,0.418982222,12962,37.71421921
1983,F,41,Lauren,144,0.432056167,13231,39.69816076
1982,M,55,Samuel,144,0.405222873,21926,61.70081045
1980,M,52,Gregory,144,0.413448563,21205,60.88317207
1980,M,53,Joel,144,0.413448563,21349,61.29662063
2013,F,30,Zoe,143,0.342285413,6773,16.21188185
2012,M,61,Thomas,143,0.319939144,14051,31.43681761
2010,M,61,Colton,143,0.323193057,14535,32.85042716
2008,M,68,Aidan,143,0.3,"16,403",35.6
2007,M,67,Brayden,143,0.312923979,16718,36.58365793
2007,M,68,Justin,143,0.312923979,16861,36.89658191
2005,M,63,Kevin,143,0.337829857,15722,37.14238465
2004,F,33,Katherine,143,0.361029059,7958,20.09139337
2000,F,39,Brianna,143,0.362677217,9704,24.61132669
1999,M,62,Blake,143,0.350292727,17630,43.18643902
1999,M,63,Eric,143,0.350292727,17773,43.53673174
1999,M,64,Ian,143,0.350292727,17916,43.88702447
1996,F,43,Natalie,143,0.377687391,10226,27.00861022
1995,F,40,Mackenzie,143,0.376494129,10151,26.72581749
1995,F,41,Maria,143,0.376494129,10294,27.10231162
1995,F,42,Melissa,143,0.376494129,10437,27.47880575
1995,M,56,Nathaniel,143,0.364256967,17988,45.81996026
1994,F,41,Abigail,143,0.378336905,10780,28.52078207
1993,M,59,Charles,143,0.355155971,20196,50.15895092
1993,M,60,Mitchell,143,0.355155971,20339,50.51410689
1991,M,63,Jose,143,0.349676,23019,56.28805477
1989,F,45,Brittney,143,0.387554881,13910,37.69852025
1988,F,44,Whitney,143,0.404526167,13322,37.68599717
1985,F,40,Kathryn,143,0.416072624,13105,38.13029183
1985,F,41,Lindsay,143,0.416072624,13248,38.54636446
1982,F,43,April,143,0.421170442,13160,38.75946161
1982,M,56,Kenneth,143,0.402408825,22069,62.10321927
2013,M,60,Ryder,142,0.317112932,13654,30.49197168
2011,M,60,Zachary,142,0.318357098,14222,31.88503273
2008,F,29,Kaylee,142,0.3,"7,197",16.3
2008,M,69,Robert,142,0.3,"16,545",35.9
2007,M,69,Charles,142,0.3107357,17003,37.20731761
2006,M,66,Jason,142,0.3,"16,505",37.1
2006,M,67,Jesus,142,0.3,"16,647",37.4
2006,M,68,Tristan,142,0.3,"16,789",37.7
2005,M,64,Ian,142,0.33546741,15864,37.47785206
2003,F,30,Faith,142,0.359839846,7684,19.47189701
2003,F,31,Julia,142,0.359839846,7826,19.83173686
2002,M,60,Blake,142,0.351007292,16135,39.88382153
2001,M,61,Gavin,142,0.349590093,16433,40.45643664
1999,F,37,Savannah,142,0.366442156,9328,24.07163686
1998,F,42,Mackenzie,142,0.366102045,10087,26.00613608
1998,M,65,Elijah,142,0.347596201,18323,44.85214922
1998,M,66,Jason,142,0.347596201,18465,45.19974542
1997,F,38,Madeline,142,0.372605615,9658,25.34242981
1994,F,42,Allison,142,0.375691192,10922,28.89647327
1993,M,61,Blake,142,0.352672362,20481,50.86677926
1993,M,62,Scott,142,0.352672362,20623,51.21945162
1992,F,44,Sara,142,0.366953511,12551,32.43403881
1991,F,49,Mariah,142,0.363636364,14044,35.96414853
1986,M,54,Bradley,142,0.399561046,21114,59.41078815
1986,M,55,Peter,142,0.399561046,21256,59.81034919
1983,F,42,Kathryn,142,0.426055387,13373,40.12421615
1983,F,43,Kristina,142,0.426055387,13515,40.55027154
1981,M,54,Shane,142,0.396792131,21895,61.1814346
2013,M,61,Cameron,141,0.314879743,13795,30.80685143
2012,M,62,Christian,141,0.315464471,14192,31.75228208
2012,M,63,Cooper,141,0.315464471,14333,32.06774655
2010,F,28,Sofia,141,0.3,"6,532",15.5
2009,F,27,Sarah,141,0.323773221,6700,15.38496866
2009,M,66,Charles,141,0.3,"15,724",34.4
2009,M,67,Riley,141,0.3,"15,865",34.7
2004,M,63,Robert,141,0.334877093,16082,38.19498872
2003,F,32,Kayla,141,0.357305763,7967,20.18904262
2001,M,62,Colby,141,0.347128191,16574,40.80356483
2000,F,40,Alexandra,141,0.357604809,9845,24.9689315
1999,M,65,Seth,141,0.345393528,18057,44.232418
1996,F,44,Jasmine,141,0.37240505,10367,27.38101527
1996,M,64,Dakota,141,0.352411897,18772,46.91827043
1994,F,43,Kaitlyn,141,0.37304548,11063,29.26951874
1991,F,50,Caitlin,141,0.361075544,14185,36.32522407
1990,F,48,Kimberly,141,0.363561354,14520,37.43908414
1989,F,46,Kristina,141,0.382134533,14051,38.08065478
1988,F,45,Kathryn,141,0.398868458,13463,38.08486563
1988,M,58,Alex,141,0.379379002,21898,58.9194425
1988,M,59,Peter,141,0.379379002,22039,59.2988215
1986,M,56,Shawn,141,0.396747235,21397,60.20709643
1985,M,56,Joel,141,0.393338355,21923,61.15714007
1984,F,43,Cassandra,141,0.420669491,13205,39.39674205
1984,M,58,Peter,141,0.398203847,22245,62.8230111
2011,M,61,Thomas,140,0.313873195,14362,32.19890593
2010,M,62,Aaron,140,0.316412783,14675,33.16683994
2009,F,28,Sofia,140,0.321476957,6840,15.70644561
2007,F,31,Claire,140,0.323901626,7709,17.8354117
2003,F,33,Katherine,140,0.354771679,8107,20.5438143
2001,F,34,Maria,140,0.35971223,8538,21.9373073
1999,F,38,Chloe,140,0.361280999,9468,24.43291786
1999,F,39,Mackenzie,140,0.361280999,9608,24.79419886
1998,F,43,Mariah,140,0.360945678,10227,26.36708175
1997,M,64,Brian,140,0.34972896,18459,46.11176338
1996,M,65,Colton,140,0.349912522,18912,47.26818295
1996,M,66,Jeremy,140,0.349912522,19052,47.61809548
1992,M,65,Blake,140,0.339954349,22553,54.76421738
1992,M,66,Mitchell,140,0.339954349,22693,55.10417173
1990,F,49,Victoria,140,0.360982905,14660,37.80006704
1989,F,47,Brianna,140,0.379424359,14191,38.46007914
1988,M,60,Evan,140,0.376688371,22179,59.67550987
1986,F,40,Anna,140,0.413503854,12640,37.33349086
1986,F,41,Kathryn,140,0.413503854,12780,37.74699471
1986,M,57,Gregory,140,0.393933425,21537,60.60102985
1985,F,42,Chelsea,140,0.407343827,13388,38.95370828
1985,F,43,Kelsey,140,0.407343827,13528,39.36105211
1985,F,44,Kristen,140,0.407343827,13668,39.76839594
1982,F,44,Courtney,140,0.412334698,13300,39.17179631
1981,M,55,Peter,140,0.39120351,22035,61.57263811
1980,M,54,Bryan,140,0.401963881,21489,61.69858451
2011,M,62,Blake,139,0.311631244,14501,32.51053717
2007,M,70,Cooper,139,0.304170861,17142,37.51148847
2006,M,69,Aaron,139,0.3,"16,928",38
2005,M,65,Alex,139,0.32838007,16003,37.80623213
2003,F,34,Jasmine,139,0.352237596,8246,20.8960519
2002,M,61,Adam,139,0.343591645,16274,40.22741318
2001,F,35,Brianna,139,0.357142857,8677,22.29445015
2001,M,63,Blake,139,0.342204387,16713,41.14576922
1997,F,39,Stephanie,139,0.364733666,9797,25.70716347
1997,M,65,Sean,139,0.347230896,18598,46.45899428
1996,F,45,Kelsey,139,0.367122709,10506,27.74813798
1995,F,43,Allison,139,0.365962825,10576,27.84476857
1995,F,44,Emma,139,0.365962825,10715,28.2107314
1995,F,45,Shelby,139,0.365962825,10854,28.57669422
1995,M,57,Blake,139,0.354067961,18127,46.17402822
1994,F,44,Jasmine,139,0.367754055,11202,29.6372728
1994,F,45,Olivia,139,0.367754055,11341,30.00502685
1993,F,43,Christina,139,0.36101083,11658,30.27816014
1993,M,63,Nathaniel,139,0.345221538,20762,51.56467316
1992,F,45,Tiffany,139,0.359200972,12690,32.79323979
1990,F,50,Kelly,139,0.358404456,14799,38.1584715
1990,M,62,Jose,139,0.341859321,23529,57.86768323
1988,F,46,Hannah,139,0.39321075,13602,38.47807638
1988,M,61,Gregory,139,0.37399774,22318,60.04950761
1986,M,58,Kenneth,139,0.391119615,21676,60.99214947
1985,F,45,Tara,139,0.404434229,13807,40.17283017
1984,F,44,Holly,139,0.414702548,13344,39.8114446
2011,F,30,Alexis,138,0.3,"6,903",16.3
2011,M,63,Jose,138,0.309389292,14639,32.81992646
2010,F,29,Brooklyn,138,0.3,"6,670",15.8
2007,M,71,Ian,138,0.301982581,17280,37.81347105
2002,F,31,Mackenzie,138,0.358004514,7862,20.39588035
2002,F,32,Madeline,138,0.358004514,8000,20.75388487
2001,F,36,Kaitlyn,138,0.354573484,8815,22.64902364
2001,M,64,Eric,138,0.339742485,16851,41.48551171
2001,M,65,Tanner,138,0.339742485,16989,41.82525419
2000,F,41,Mackenzie,138,0.349996196,9983,25.31892769
2000,F,42,Sierra,138,0.349996196,10121,25.66892389
1999,M,66,Brian,138,0.33804473,18195,44.57046273
1998,M,67,Blake,138,0.337804759,18603,45.53755018
1997,F,40,Danielle,138,0.362109683,9935,26.06927316
1997,F,41,Maria,138,0.362109683,10073,26.43138284
1995,M,58,Ian,138,0.351520709,18265,46.52554893
1995,M,59,Logan,138,0.351520709,18403,46.87706964
1995,M,60,Spencer,138,0.351520709,18541,47.22859035
1993,F,44,Erin,138,0.35841363,11796,30.63657377
1993,M,64,Devin,138,0.34273793,20900,51.90741109
1993,M,65,Spencer,138,0.34273793,21038,52.25014902
1990,M,63,Ethan,138,0.339399902,23667,58.20708313
1988,F,47,Cassandra,138,0.390381895,13740,38.86845827
1988,M,62,Bryan,138,0.371307109,22456,60.42081472
1987,M,55,Shane,138,0.381827237,21385,59.16938742
1985,F,46,Mary,138,0.40152463,13945,40.5743548
1984,F,45,Kristen,138,0.411719076,13482,40.22316367
1984,M,59,Casey,138,0.389731424,22383,63.21274252
1982,F,45,Erica,138,0.406444202,13438,39.57824051
1982,M,57,Erik,138,0.388338586,22207,62.49155786
2013,M,62,Charles,137,0.305946984,13932,31.11279841
2012,F,31,Allison,137,0.3,"7,108",16.6
2009,M,68,Cooper,137,0.3,"16,002",35
2007,F,32,Savannah,137,0.316960877,7846,18.15237258
2007,M,72,Josiah,137,0.299794302,17417,38.11326535
2006,M,70,Charles,137,0.3,"17,065",38.3
2006,M,71,Kaden,137,0.3,"17,202",38.6
2004,M,64,Nathaniel,137,0.325377034,16219,38.52036575
2003,F,35,Mia,137,0.347169429,8383,21.24322133
2003,M,65,Angel,137,0.333983423,16405,39.99268649
1999,F,40,Haley,137,0.353539264,9745,25.14773812
1998,F,44,Maria,137,0.353211127,10364,26.72029288
1997,F,42,Mackenzie,137,0.359485699,10210,26.79086854
1995,F,46,Jasmine,137,0.360697172,10991,28.9373914
1994,M,57,Jeremy,137,0.346239385,19095,48.25869389
1988,M,63,Cory,137,0.368616477,22593,60.7894312
1986,F,42,Chelsea,137,0.404643058,12917,38.15163777
1985,F,47,Erica,137,0.398615031,14082,40.97296983
1985,F,48,Shannon,137,0.398615031,14219,41.37158486
1984,F,46,Samantha,137,0.408735605,13619,40.63189928
1983,M,55,Peter,137,0.387553041,22201,62.80339463
1980,M,55,Jared,137,0.393350369,21626,62.09193488
1980,M,56,Stephen,137,0.393350369,21763,62.48528525
2013,M,63,Thomas,136,0.303713794,14068,31.4165122
2011,F,31,Avery,136,0.3,"7,039",16.6
2010,M,63,Kevin,136,0.307372418,14811,33.47421236
2008,F,30,Amelia,136,0.3,"7,333",16.6
2008,M,70,Josiah,136,0.3,"16,681",36.2
2008,M,71,Julian,136,0.3,"16,817",36.5
2005,F,30,Audrey,136,0.337502482,7345,18.22761564
2005,M,66,Juan,136,0.321292731,16139,38.12752486
2003,F,36,Jennifer,136,0.344635345,8519,21.58785667
2001,F,37,Mackenzie,136,0.349434738,8951,22.99845838
2001,F,38,Savannah,136,0.349434738,9087,23.34789311
2001,M,66,Juan,136,0.334818681,17125,42.16007287
1998,F,45,Stephanie,136,0.350632944,10500,27.07092583
1994,M,58,Devin,136,0.343712091,19231,48.60240599
1994,M,59,Garrett,136,0.343712091,19367,48.94611808
1994,M,60,Jared,136,0.343712091,19503,49.28983017
1994,M,61,Mitchell,136,0.343712091,19639,49.63354226
1993,F,45,Katie,136,0.35321923,11932,30.989793
1992,M,67,Devin,136,0.330241368,22829,55.43441309
1992,M,68,Mark,136,0.330241368,22965,55.76465446
1990,M,64,Casey,136,0.334481063,23803,58.54156419
1989,F,48,Angela,136,0.368583663,14327,38.8286628
1989,F,49,Crystal,136,0.368583663,14463,39.19724646
1988,F,48,Kristina,136,0.384724187,13876,39.25318246
1986,F,43,Erica,136,0.401689459,13053,38.55332723
1986,M,59,Chad,136,0.382678185,21812,61.37482765
1983,F,44,Erica,136,0.408053047,13651,40.95832458
1983,F,45,Holly,136,0.408053047,13787,41.36637763
2013,F,31,Samantha,135,0.323136579,6908,16.53501843
2013,M,64,Aaron,135,0.301480605,14203,31.71799281
2013,M,65,Grayson,135,0.301480605,14338,32.01947341
2010,M,64,Nicholas,135,0.305112327,14946,33.77932468
2009,M,69,Robert,135,0.3,"16,137",35.3
2008,F,31,Alyssa,135,0.3,"7,468",16.9
2008,F,32,Sofia,135,0.3,"7,603",17.2
2008,M,72,Thomas,135,0.3,"16,952",36.8
2006,F,32,Savannah,135,0.319081047,7737,18.28688931
2006,M,72,Hayden,135,0.3,"17,337",38.9
2003,M,66,Jayden,135,0.329107752,16540,40.32179425
2002,M,62,Juan,135,0.333704116,16409,40.56111729
1999,F,41,Maria,135,0.348378106,9880,25.49611623
1997,M,66,Adam,135,0.33723864,18733,46.79623292
1997,M,67,Spencer,135,0.33723864,18868,47.13347156
1995,M,61,Riley,135,0.343878955,18676,47.57246931
1994,M,62,Dakota,135,0.341184796,19774,49.97472705
1994,M,63,Derek,135,0.341184796,19909,50.31591185
1993,F,46,Kimberly,135,0.35062203,12067,31.34041503
1990,F,51,Crystal,135,0.348090658,14934,38.50656215
1989,M,62,Gregory,135,0.34961413,22711,58.81545553
1988,F,49,Lisa,135,0.381895332,14011,39.63507779
1988,M,64,Bradley,135,0.363235215,22728,61.15266642
1988,M,65,Shane,135,0.363235215,22863,61.51590163
1987,F,44,Erica,135,0.396150009,13296,39.0163742
1986,F,44,Lindsay,135,0.39873586,13188,38.95206309
1986,M,60,Casey,135,0.379864374,21947,61.75469203
1985,M,57,Bradley,135,0.376600552,22058,61.53374062
1983,F,46,Julie,135,0.405052657,13922,41.77143029
1982,F,46,Kristina,135,0.397608459,13573,39.97584897
2013,M,66,Sebastian,134,0.299247415,14472,32.31872083
2010,F,30,Claire,134,0.3,"6,804",16.1
2009,M,70,Thomas,134,0.3,"16,271",35.6
2006,F,33,Alexandra,134,0.316717483,7871,18.6036068
2006,F,34,Audrey,134,0.316717483,8005,18.92032428
