year,sex,rank,name,size,perc,total_size,total_perc
2006,M,73,Liam,134,0.3,"17,471",39.2
2004,M,65,Adam,134,0.318251989,16353,38.83861774
2004,M,66,Liam,134,0.318251989,16487,39.15686973
2003,M,67,Hayden,134,0.326669917,16674,40.64846416
2000,M,65,Garrett,134,0.322332339,17869,42.98325796
2000,M,66,Timothy,134,0.322332339,18003,43.3055903
1999,M,67,Jesse,134,0.328246332,18329,44.89870906
1998,F,46,Jordan,134,0.345476577,10634,27.4164024
1996,M,67,Blake,134,0.334916271,19186,47.95301175
1995,F,47,Sara,134,0.352798694,11125,29.29019009
1993,F,47,Mackenzie,134,0.348024829,12201,31.68843986
1992,F,46,Kimberly,134,0.346280073,12824,33.13951986
1992,F,47,Maria,134,0.346280073,12958,33.48579993
1991,F,51,Molly,134,0.343149808,14319,36.66837388
1989,F,50,Kathryn,134,0.363163315,14597,39.56040978
1985,F,49,Julie,134,0.389886235,14353,41.76147109
1984,F,47,Brittany,134,0.39978519,13753,41.03168447
1983,M,56,Joel,134,0.379066478,22335,63.1824611
1980,M,57,Bradley,134,0.384736857,21897,62.87002211
2013,F,32,Aria,133,0.318349371,7041,16.8533678
2013,M,67,Blake,133,0.297014225,14605,32.61573505
2012,F,32,Anna,133,0.3,"7,241",17
2010,M,65,Cameron,133,0.300592144,15079,34.07991683
2009,F,29,Avery,133,0.305403109,6973,16.01184872
2009,F,30,Brooklyn,133,0.305403109,7106,16.31725183
2007,M,73,Alex,133,0.291041183,17550,38.40430653
2007,M,74,Luis,133,0.291041183,17683,38.69534772
2005,F,31,Kylie,133,0.330057574,7478,18.55767322
2005,F,32,Paige,133,0.330057574,7611,18.88773079
2005,M,67,Henry,133,0.314205391,16272,38.44173026
2004,M,67,Hayden,133,0.315876974,16620,39.4727467
2002,F,33,Maria,133,0.345033336,8133,21.0989182
2001,F,39,Zoe,133,0.341726619,9220,23.68961973
2000,M,67,Adam,133,0.319926874,18136,43.62551718
2000,M,68,Wyatt,133,0.319926874,18269,43.94544405
1996,M,68,Patrick,133,0.332416896,19319,48.28542864
1995,F,48,Abigail,133,0.350165868,11258,29.64035596
1994,F,46,Miranda,133,0.351879779,11474,30.35690663
1994,F,47,Savannah,133,0.351879779,11607,30.70878641
1993,F,48,Morgan,133,0.345427629,12334,32.03386749
1991,F,52,Julia,133,0.340588989,14452,37.00896287
1990,F,52,Angela,133,0.34293376,15067,38.84949591
1990,F,53,Mary,133,0.34293376,15200,39.19242967
1986,F,45,Kristina,133,0.392828662,13321,39.34489175
1985,M,58,Shane,133,0.371021285,22191,61.9047619
2013,F,33,Violet,132,0.315955766,7173,17.16932357
2013,M,68,Tyler,132,0.294781036,14737,32.91051609
2012,F,33,Hailey,132,0.3,"7,373",17.3
2012,F,34,Stella,132,0.3,"7,505",17.6
2012,M,64,Angel,132,0.295328441,14465,32.363075
2010,M,66,Austin,132,0.298332053,15211,34.37824888
2010,M,67,Brandon,132,0.298332053,15343,34.67658093
2008,F,33,Claire,132,0.3,"7,735",17.5
2008,F,34,Nevaeh,132,0.3,"7,867",17.8
2008,M,73,Diego,132,0.3,"17,084",37.1
2007,M,75,Hayden,132,0.288852904,17815,38.98420062
2004,F,34,Kaylee,132,0.333257593,8090,20.42465096
2004,M,68,Carter,132,0.313501959,16752,39.78624866
2003,F,37,Brianna,132,0.334499012,8651,21.92235568
2003,F,38,Madeline,132,0.334499012,8783,22.2568547
2002,M,63,Eric,132,0.326288469,16541,40.88740576
2001,F,40,Sierra,132,0.339157246,9352,24.02877698
2000,M,69,Gavin,132,0.317521409,18401,44.26296546
1999,M,68,Garrett,132,0.323347133,18461,45.22205619
1997,M,68,Jack,132,0.329744448,19000,47.46321601
1996,M,69,Isaac,132,0.329917521,19451,48.61534616
1990,F,54,Erica,132,0.34035531,15332,39.53278498
1990,M,65,Bryan,132,0.324643384,23935,58.86620757
1989,M,63,Peter,132,0.341844927,22843,59.15730046
1988,F,50,Allison,132,0.373408769,14143,40.00848656
1987,F,45,Kathryn,132,0.387346675,13428,39.40372088
1986,F,46,Allison,132,0.389875063,13453,39.73476681
1986,M,61,Cory,132,0.371422944,22079,62.12611497
1985,F,50,Cassandra,132,0.384067037,14485,42.14553813
1985,M,59,Peter,132,0.368231651,22323,62.27299356
1983,M,57,Ian,132,0.373408769,22467,63.55586987
1982,M,58,Jordan,132,0.3714543,22339,62.86301216
1982,M,59,Shane,132,0.3714543,22471,63.23446646
1981,M,56,Gregory,132,0.368849023,22167,61.94148713
2013,F,34,Aubrey,131,0.313562162,7304,17.48288573
2010,F,31,Zoey,131,0.3,"6,935",16.4
2010,M,68,Adrian,131,0.296071961,15474,34.97265289
2009,M,71,Juan,131,0.3,"16,402",35.9
2007,F,33,Zoe,131,0.303079379,7977,18.45545196
2005,F,33,Victoria,131,0.325094302,7742,19.21282509
2003,M,68,Jesus,131,0.319356412,16805,40.96782058
2000,F,43,Maria,131,0.332242766,10252,26.00116665
1998,F,47,Savannah,131,0.337742027,10765,27.75414443
1997,F,43,Jasmine,131,0.3437418,10341,27.13461034
1995,M,62,Travis,131,0.333689949,18807,47.90615925
1994,F,48,Mackenzie,131,0.346588354,11738,31.05537477
1993,F,49,Emma,131,0.340233229,12465,32.37410072
1992,F,48,Amy,131,0.338527534,13089,33.82432747
1992,M,69,Casey,131,0.318100141,23096,56.0827546
1991,F,53,Kimberly,131,0.33546735,14583,37.34443022
1990,F,55,Natalie,131,0.337776861,15463,39.87056184
1990,M,66,Bradley,131,0.322183965,24066,59.18839154
1988,F,51,Mary,131,0.370579915,14274,40.37906648
1983,F,47,Courtney,131,0.393051097,14053,42.16448138
1983,F,48,Kristen,131,0.393051097,14184,42.55753248
2011,M,64,Cameron,130,0.291453681,14769,33.11138015
2011,M,65,Jaxon,130,0.291453681,14899,33.40283383
2009,F,31,Claire,130,0.298514317,7236,16.61576615
2008,M,74,Luis,130,0.3,"17,214",37.3
2006,M,74,Adam,130,0.3,"17,601",39.5
2006,M,75,Adrian,130,0.3,"17,731",39.8
2005,F,34,Megan,130,0.322612666,7872,19.53543776
2002,M,64,Jared,130,0.321344704,16671,41.20875046
2001,M,67,Spencer,130,0.320047269,17255,42.48012014
1999,F,42,Sierra,130,0.335475214,10010,25.83159144
1997,F,44,Bailey,130,0.341117817,10471,27.47572816
1997,M,69,Steven,130,0.32474832,19130,47.78796433
1996,F,46,Allison,130,0.343352174,10636,28.09149015
1996,F,47,Katie,130,0.343352174,10766,28.43484232
1994,F,49,Madeline,130,0.343942641,11868,31.39931741
1994,F,50,Mariah,130,0.343942641,11998,31.74326005
1994,F,51,Melissa,130,0.343942641,12128,32.08720269
1993,F,50,Allison,130,0.337636028,12595,32.71173675
1993,F,51,Amy,130,0.337636028,12725,33.04937278
1993,M,66,Stephen,130,0.322869064,21168,52.57301808
1991,M,64,Bradley,130,0.317887272,23149,56.60594205
1990,M,67,Peter,130,0.319724545,24196,59.50811608
1989,M,64,Alex,130,0.336665458,22973,59.49396592
1987,M,56,Cameron,130,0.359692325,21515,59.52907974
1986,F,47,Cassandra,130,0.383967865,13583,40.11873468
1984,F,48,Allison,130,0.387851304,13883,41.41953577
1984,M,60,Brett,130,0.367138298,22513,63.57988082
1981,F,41,Erica,130,0.382352941,13082,38.47647059
1981,M,57,Samuel,130,0.363260402,22297,62.30474753
1980,M,58,Zachary,130,0.373252175,22027,63.24327428
2013,F,35,Anna,129,0.308774953,7433,17.79166068
2013,F,36,Eleanor,129,0.308774953,7562,18.10043564
2012,M,65,Jordan,129,0.288616431,14594,32.65169143
2012,M,66,Robert,129,0.288616431,14723,32.94030786
2011,F,32,Kaylee,129,0.3,"7,168",16.9
2008,M,75,Chase,129,0.3,"17,343",37.6
2008,M,76,Jason,129,0.3,"17,472",37.9
2007,F,34,Sydney,129,0.298452213,8106,18.75390417
2007,M,76,Nathaniel,129,0.282288065,17944,39.26648869
2005,F,35,Maria,129,0.32013103,8001,19.85556879
2005,M,68,Jason,129,0.304755605,16401,38.74648586
2005,M,69,Kyle,129,0.304755605,16530,39.05124147
2004,F,35,Victoria,129,0.325683557,8219,20.75033452
2004,M,69,Jesse,129,0.306376915,16881,40.09262558
2003,F,39,Paige,129,0.326896761,8912,22.58375146
2003,M,69,Adam,129,0.314480741,16934,41.28230132
2003,M,70,Wyatt,129,0.314480741,17063,41.59678206
2002,F,34,Paige,129,0.334656394,8262,21.4335746
2002,M,65,Jason,129,0.318872822,16800,41.52762329
2000,F,44,Rebecca,129,0.327170357,10381,26.32833701
1999,F,43,Jordan,129,0.332894635,10139,26.16448608
1998,M,68,Mason,129,0.315774014,18732,45.85332419
1998,M,69,Taylor,129,0.315774014,18861,46.16909821
1998,M,70,Timothy,129,0.315774014,18990,46.48487222
1996,M,70,Elijah,129,0.322419395,19580,48.93776556
1996,M,71,Lucas,129,0.322419395,19709,49.26018495
1992,F,49,Morgan,129,0.333359175,13218,34.15768664
1991,M,65,Erik,129,0.315441986,23278,56.92138403
1989,M,65,Casey,129,0.334075724,23102,59.82804164
1987,M,57,Corey,129,0.356925461,21644,59.8860052
1987,M,58,Peter,129,0.356925461,21773,60.24293066
1986,M,62,Trevor,129,0.362981513,22208,62.48909649
1985,M,60,Gregory,129,0.35986275,22452,62.63285631
1983,M,58,Samuel,129,0.364922207,22596,63.92079208
1980,F,40,Lindsey,129,0.391134289,12553,38.06130803
1980,M,59,Ian,129,0.370381004,22156,63.61365529
2013,F,37,Claire,128,0.306381349,7690,18.40681698
2012,M,67,Josiah,128,0.286379094,14851,33.22668695
2011,M,66,Angel,128,0.286969779,15027,33.68980361
2011,M,67,Asher,128,0.286969779,15155,33.97677338
2009,F,32,Sydney,128,0.293921789,7364,16.90968794
2009,M,72,Josiah,128,0.3,"16,530",36.2
2008,F,35,Peyton,128,0.3,"7,995",18.1
2006,M,76,Brayden,128,0.3,"17,859",40.1
2005,F,36,Brianna,128,0.317649395,8129,20.17321819
2005,F,37,Julia,128,0.317649395,8257,20.49086758
2005,F,38,Lillian,128,0.317649395,8385,20.80851697
2004,F,36,Rachel,128,0.323158878,8347,21.0734934
2003,F,40,Savannah,128,0.324362678,9040,22.90811414
2003,M,71,Juan,128,0.312042906,17191,41.90882496
2002,F,35,Haley,128,0.332062158,8390,21.76563676
2002,F,36,Kaitlyn,128,0.332062158,8518,22.09769891
2000,M,70,Devin,128,0.307899548,18529,44.57086501
1999,M,69,Devin,128,0.313548735,18589,45.53560493
1998,M,71,Steven,128,0.313326153,19118,46.79819837
1996,F,48,Sabrina,128,0.338069833,10894,28.77291216
1994,F,52,Heather,128,0.338651216,12256,32.4258539
1989,M,66,Shane,128,0.33148599,23230,60.15952763
1988,M,66,Spencer,128,0.344400796,22991,61.86030243
1987,M,59,Chad,128,0.354158597,21901,60.59708926
1986,F,48,Mary,128,0.378060667,13711,40.49679535
1985,M,61,Shawn,128,0.357073116,22580,62.98992942
1983,F,49,Heidi,128,0.384049927,14312,42.94158241
1982,M,60,Bradley,128,0.360198109,22599,63.59466457
1982,M,61,Casey,128,0.360198109,22727,63.95486267
2013,M,69,Nolan,127,0.283615087,14864,33.19413118
2012,F,35,Victoria,127,0.3,"7,632",17.9
2009,F,33,Amelia,127,0.291625525,7491,17.20131346
2006,F,35,Nevaeh,127,0.30017254,8132,19.22049682
2006,M,77,Ian,127,0.3,"17,986",40.4
2005,F,39,Kayla,127,0.315167759,8512,21.12368473
2004,F,37,Jennifer,127,0.320634199,8474,21.3941276
2004,M,70,Ashton,127,0.301626885,17008,40.39425246
2004,M,71,Jason,127,0.301626885,17135,40.69587935
2003,F,41,Brooke,127,0.321828595,9167,23.22994273
2002,M,66,Owen,127,0.313929057,16927,41.84155234
2001,F,41,Faith,127,0.32631038,9479,24.35508736
2001,M,68,Brian,127,0.312661562,17382,42.7927817
2001,M,69,Jared,127,0.312661562,17509,43.10544327
1999,M,70,Mason,127,0.311099135,18716,45.84670406
1996,F,49,Maria,127,0.335428662,11021,29.10834082
1995,F,49,Jordan,127,0.334368912,11385,29.97472487
1995,F,50,Julia,127,0.334368912,11512,30.30909378
1993,M,67,Garrett,127,0.31541824,21295,52.88843632
1993,M,68,Peter,127,0.31541824,21422,53.20385456
1992,F,50,Marissa,127,0.328190816,13345,34.48587746
1992,M,70,Paul,127,0.308387159,23223,56.39114176
1991,F,54,Crystal,127,0.325224072,14710,37.66965429
1991,M,66,Mitchell,127,0.310551412,23405,57.23193544
1989,F,51,Whitney,127,0.344192097,14724,39.90460188
1987,F,46,Kelly,127,0.372674453,13555,39.77639533
1987,M,60,Bradley,127,0.351391733,22028,60.94848099
1984,M,61,Chad,127,0.358665876,22640,63.9385467
1983,M,59,Casey,127,0.359264498,22723,64.28005658
1983,M,60,Shane,127,0.359264498,22850,64.63932108
1981,F,42,Alicia,127,0.373529412,13209,38.85
1981,F,43,Brooke,127,0.373529412,13336,39.22352941
1981,M,58,Joel,127,0.35487747,22424,62.659625
2012,M,68,Adrian,126,0.281904421,14977,33.50859137
2011,F,33,Victoria,126,0.3,"7,294",17.2
2010,F,32,Lucy,126,0.3,"7,061",16.7
2009,M,73,Carson,126,0.3,"16,656",36.5
2009,M,74,Ian,126,0.3,"16,782",36.7
2008,F,36,Brooklyn,126,0.3,"8,121",18.4
2008,F,37,Jasmine,126,0.3,"8,247",18.7
2008,F,38,Lauren,126,0.3,"8,373",19
2008,M,77,Jesus,126,0.3,"17,598",38.2
2007,M,77,Blake,126,0.275723226,18070,39.54221191
2006,F,36,Victoria,126,0.297808977,8258,19.5183058
2006,M,78,Brian,126,0.3,"18,112",40.7
2006,M,79,Kyle,126,0.3,"18,238",41
2005,F,40,Morgan,126,0.312686123,8638,21.43637086
2004,M,72,Timothy,126,0.29925187,17261,40.99513122
2002,M,67,Lucas,126,0.311457175,17053,42.15300952
2001,F,42,Allison,126,0.323741007,9605,24.67882837
2001,F,43,Victoria,126,0.323741007,9731,25.00256937
2001,M,70,Adam,126,0.31019966,17635,43.41564293
2000,M,71,Seth,126,0.303088617,18655,44.87395362
1999,F,44,Madeline,126,0.325152899,10265,26.48963898
1999,M,71,Steven,126,0.308649536,18842,46.1553536
1998,F,48,Brooke,126,0.32485111,10891,28.07899554
1998,F,49,Chloe,126,0.32485111,11017,28.40384665
1997,F,45,Melissa,126,0.330621884,10597,27.80635004
1997,F,46,Shelby,126,0.330621884,10723,28.13697192
1996,F,50,Amber,126,0.332787491,11147,29.44112831
1995,F,51,Katie,126,0.331736086,11638,30.64082987
1994,M,64,Dustin,126,0.318439143,20035,50.63435099
1994,M,65,Nathaniel,126,0.318439143,20161,50.95279013
1992,F,51,Olivia,126,0.325606636,13471,34.81148409
1991,F,55,Morgan,126,0.322663252,14836,37.99231754
1990,M,68,Gregory,126,0.309886867,24322,59.81800295
1987,M,61,Kenneth,126,0.348624869,22154,61.29710586
1985,F,51,Courtney,126,0.366609445,14611,42.51214758
1984,F,49,Kelsey,126,0.375917418,14009,41.79545319
1980,F,41,Brooke,126,0.382038143,12679,38.44334617
2013,F,38,Hailey,125,0.299200536,7815,18.70601752
2012,M,69,Cameron,125,0.279667084,15102,33.78825846
2012,M,70,Carson,125,0.279667084,15227,34.06792554
2011,M,68,Brandon,125,0.280243924,15280,34.25701731
2010,F,33,Charlotte,125,0.3,"7,186",17
2010,M,69,Parker,125,0.282511414,15599,35.25516431
2009,F,34,Victoria,125,0.287032997,7616,17.48834646
2009,F,35,Zoe,125,0.287032997,7741,17.77537946
2009,M,75,Cameron,125,0.3,"16,907",37
2008,F,39,Zoe,125,0.3,"8,498",19.2
2007,F,35,Avery,125,0.289197881,8231,19.04310205
2007,F,36,Victoria,125,0.289197881,8356,19.33229993
2007,M,78,Chase,125,0.273534947,18195,39.81574686
2007,M,79,Jesus,125,0.273534947,18320,40.08928181
2005,F,41,Katherine,125,0.310204487,8763,21.74657534
2005,M,70,Landon,125,0.295305819,16655,39.34654728
2005,M,71,Riley,125,0.295305819,16780,39.6418531
2004,M,73,Charles,125,0.296876856,17386,41.29200808
2003,M,72,Blake,125,0.3047294,17316,42.21355436
2002,F,37,Kaylee,125,0.324279451,8643,22.42197836
2002,M,68,Angel,125,0.308985292,17178,42.46199481
2001,M,71,Wyatt,125,0.307737758,17760,43.72338068
2000,M,72,Brian,125,0.300683152,18780,45.17463678
1999,M,72,Timothy,125,0.306199936,18967,46.46155354
1998,F,50,Allison,125,0.322272927,11142,28.72611958
1998,F,51,Shelby,125,0.322272927,11267,29.0483925
1998,M,72,Devin,125,0.305982571,19243,47.10418095
1997,F,47,Kaitlyn,125,0.327997901,10848,28.46496982
1997,F,48,Mariah,125,0.327997901,10973,28.79296772
1996,F,51,Julia,125,0.330146321,11272,29.77127463
1994,F,53,Katie,125,0.330714078,12381,32.75656798
1994,M,66,Gabriel,125,0.315911848,20286,51.26870198
1993,F,52,Cassandra,125,0.324650027,12850,33.3740228
1993,M,69,Colton,125,0.310451023,21547,53.51430558
1993,M,70,Riley,125,0.310451023,21672,53.82475661
1992,F,52,Alicia,125,0.323022457,13596,35.13450655
1992,F,53,Andrea,125,0.323022457,13721,35.45752901
1992,F,54,Kathryn,125,0.323022457,13846,35.78055146
1992,M,71,Dillon,125,0.303530669,23348,56.69467243
1990,M,69,Erik,125,0.307427447,24447,60.1254304
1987,F,47,Cassandra,125,0.366805564,13680,40.14320089
1986,F,49,Kelly,125,0.36919987,13836,40.86599522
1984,F,50,Christine,125,0.372933946,14134,42.16838714
1983,F,50,Cassandra,125,0.375048756,14437,43.31663116
2013,M,70,Jaxson,124,0.276915518,14988,33.4710467
2013,M,71,Silas,124,0.276915518,15112,33.74796221
2012,M,71,Ian,124,0.277429748,15351,34.34535529
2011,M,69,Sebastian,124,0.278001973,15404,34.53501928
2010,F,34,Kaylee,124,0.3,"7,310",17.3
2010,F,35,Peyton,124,0.3,"7,434",17.6
2010,M,70,Ryder,124,0.280251322,15723,35.53541563
2009,F,36,Kaylee,124,0.284736733,7865,18.06011619
2009,F,37,Maya,124,0.284736733,7989,18.34485292
2007,F,37,Kaylee,124,0.286884298,8480,19.61918423
2006,F,37,Julia,124,0.29308185,8382,19.81138765
2006,F,38,Katherine,124,0.29308185,8506,20.1044695
2006,F,39,Mackenzie,124,0.29308185,8630,20.39755135
2005,M,72,Chase,124,0.292943372,16904,39.93479647
2004,M,74,Jaden,124,0.294501841,17510,41.58650992
2003,F,42,Alexandra,124,0.314226344,9291,23.54416907
2003,F,43,Audrey,124,0.314226344,9415,23.85839542
2003,F,44,Sierra,124,0.314226344,9539,24.17262176
1997,F,49,Vanessa,124,0.325373918,11097,29.11834164
1996,F,52,Melissa,124,0.32750515,11396,30.09877978
1991,F,56,Jasmine,124,0.317541613,14960,38.30985915
1989,F,52,Erica,124,0.336061575,14848,40.24066345
1987,F,48,Lisa,124,0.363871119,13804,40.50707201
1987,M,62,Alex,124,0.343091141,22278,61.640197
1987,M,63,Joel,124,0.343091141,22402,61.98328814
1985,F,52,Kristin,124,0.360790247,14735,42.87293782
1984,F,51,Julie,124,0.369950474,14258,42.53833761
1982,F,47,Maria,124,0.365210733,13697,40.3410597
2013,F,39,Ruby,123,0.294413328,7938,19.00043085
2012,F,36,Claire,123,0.3,"7,755",18.2
2011,M,70,Brody,123,0.275760022,15527,34.8107793
2010,F,36,Nevaeh,123,0.3,"7,557",17.9
2010,M,71,Juan,123,0.277991231,15846,35.81340686
2009,M,76,Luis,123,0.3,"17,030",37.3
2008,F,40,Brianna,123,0.3,"8,621",19.5
2007,M,80,Juan,123,0.269158388,18443,40.35844019
2006,F,40,Kaylee,123,0.290718287,8753,20.68826964
2006,F,41,Sofia,123,0.290718287,8876,20.97898792
2006,M,80,Alex,123,0.3,"18,361",41.2
2006,M,81,Sean,123,0.3,"18,484",41.5
2005,M,73,Eric,123,0.290580926,17027,40.2253774
2004,M,75,Eric,123,0.292126826,17633,41.87863674
2002,F,38,Brianna,123,0.31909098,8766,22.74106934
2002,F,39,Lily,123,0.31909098,8889,23.06016032
2002,F,40,Nicole,123,0.31909098,9012,23.3792513
2001,M,72,Lucas,123,0.302813954,17883,44.02619464
2001,M,73,Trevor,123,0.302813954,18006,44.32900859
1997,F,50,Savannah,123,0.322749934,11220,29.44109158
1997,M,70,Colton,123,0.307261872,19253,48.0952262
1997,M,71,Dakota,123,0.307261872,19376,48.40248807
1995,F,52,Laura,123,0.323837607,11761,30.96466747
1995,M,63,Richard,123,0.313311936,18930,48.21947119
1994,F,54,Marissa,123,0.325422653,12504,33.08199063
1993,M,71,Caleb,123,0.305483807,21795,54.13024041
1991,F,57,Mary,123,0.314980794,15083,38.62483995
1988,M,67,Joel,123,0.33094764,23114,62.19125007
1988,M,68,Mitchell,123,0.33094764,23237,62.52219771
1987,F,49,Kristina,123,0.360936675,13927,40.86800869
1987,M,64,Evan,123,0.340324277,22525,62.32361242
1984,F,52,Courtney,123,0.366967003,14381,42.90530461
1983,F,51,Maria,123,0.369047976,14560,43.68567914
1983,F,52,Samantha,123,0.369047976,14683,44.05472711
1981,F,44,April,123,0.361764706,13459,39.58529412
1981,F,45,Christine,123,0.361764706,13582,39.94705882
1981,F,46,Tara,123,0.361764706,13705,40.30882353
1980,M,60,Casey,123,0.353153981,22279,63.96680927
2013,M,72,Asher,122,0.272449139,15234,34.02041135
2012,M,72,Brandon,122,0.272955074,15473,34.61831036
2011,M,71,Colton,122,0.27351807,15649,35.08429737
2010,M,72,Robert,122,0.27573114,15968,36.089138
2009,F,38,Alyssa,122,0.280144205,8111,18.62499713
2009,F,39,Leah,122,0.280144205,8233,18.90514134
2009,M,77,Ryder,122,0.3,"17,152",37.5
2008,M,78,Hayden,122,0.3,"17,720",38.4
2007,F,38,Brooklyn,122,0.282257132,8602,19.90144136
2006,F,42,Kaitlyn,122,0.288354724,8998,21.26734265
2006,F,43,Kayla,122,0.288354724,9120,21.55569737
2005,M,74,Brayden,122,0.288218479,17149,40.51359588
2005,M,75,Brian,122,0.288218479,17271,40.80181436
2005,M,76,Sean,122,0.288218479,17393,41.09003284
2004,F,38,Julia,122,0.308010806,8596,21.7021384
2004,F,39,Kaitlyn,122,0.308010806,8718,22.01014921
2004,F,40,Lillian,122,0.308010806,8840,22.31816001
2004,M,76,Kaden,122,0.289751811,17755,42.16838855
2002,F,41,Ella,122,0.316496744,9134,23.69574805
2002,M,69,Wyatt,122,0.301569645,17300,42.76356445
1997,M,72,Patrick,122,0.304763808,19498,48.70725188
1995,F,53,Miranda,122,0.321204781,11883,31.28587226
1994,M,67,Lucas,122,0.308329964,20408,51.57703195
1994,M,68,Riley,122,0.308329964,20530,51.88536191
1987,M,65,Austin,122,0.337557412,22647,62.66116983
1986,F,50,Kristen,122,0.360339073,13958,41.22633429
1986,M,63,Joel,122,0.343284842,22330,62.83238133
1986,M,64,Shane,122,0.343284842,22452,63.17566617
1985,F,53,Allison,122,0.35497105,14857,43.22790887
1985,F,54,Christine,122,0.35497105,14979,43.58287992
1982,F,48,Kristen,122,0.359320237,13819,40.70037994
2013,F,40,Ellie,121,0.289626119,8059,19.29005697
